dname,docid,negcount,poscount,predicted,trueclass,wordcount
TRH,122.0,4.0,9.0,-1.0,1.0,300.0
TRH,123.0,3.0,1.0,-1.0,-1.0,65.0
TRH,124.0,4.0,1.0,-1.0,-1.0,59.0
TRH,125.0,8.0,4.0,-1.0,-1.0,164.0
TRH,126.0,1.0,8.0,1.0,1.0,53.0
TRH,127.0,1.0,4.0,1.0,1.0,95.0
TRH,128.0,4.0,2.0,-1.0,-1.0,190.0
TRH,129.0,1.0,6.0,1.0,1.0,58.0
TRH,130.0,5.0,3.0,-1.0,-1.0,55.0
TRH,131.0,1.0,1.0,-1.0,-1.0,113.0
TRH,132.0,1.0,1.0,-1.0,-1.0,112.0
TRH,133.0,5.0,5.0,-1.0,-1.0,132.0
TRH,134.0,1.0,4.0,1.0,1.0,89.0
TRH,135.0,1.0,9.0,1.0,1.0,119.0
TRH,136.0,1.0,6.0,1.0,1.0,47.0
TRH,137.0,2.0,2.0,-1.0,1.0,53.0
TRH,138.0,4.0,3.0,-1.0,-1.0,57.0
TRH,139.0,0.0,4.0,1.0,1.0,52.0
TRH,140.0,2.0,16.0,1.0,1.0,178.0
TRH,141.0,0.0,6.0,1.0,1.0,43.0
TRH,142.0,1.0,3.0,1.0,1.0,53.0
TRH,143.0,4.0,10.0,-1.0,-1.0,208.0
TRH,144.0,7.0,2.0,-1.0,-1.0,55.0
TRH,145.0,4.0,3.0,-1.0,-1.0,249.0
TRH,146.0,0.0,7.0,1.0,1.0,77.0
TRH,147.0,1.0,3.0,1.0,1.0,88.0
TRH,148.0,2.0,4.0,-1.0,-1.0,129.0
TRH,149.0,3.0,6.0,-1.0,1.0,246.0
TRH,150.0,0.0,1.0,1.0,-1.0,106.0
TRH,151.0,5.0,1.0,-1.0,-1.0,85.0
TRH,152.0,0.0,5.0,1.0,-1.0,44.0
TRH,153.0,0.0,1.0,1.0,1.0,68.0
TRH,154.0,2.0,4.0,-1.0,-1.0,65.0
TRH,155.0,0.0,4.0,1.0,1.0,56.0
TRH,156.0,1.0,2.0,1.0,1.0,66.0
TRH,157.0,4.0,2.0,-1.0,-1.0,149.0
TRH,158.0,1.0,5.0,1.0,1.0,68.0
TRH,159.0,1.0,7.0,1.0,1.0,41.0
TRH,160.0,5.0,2.0,-1.0,-1.0,72.0
TRH,161.0,3.0,4.0,1.0,1.0,45.0
TRH,162.0,0.0,4.0,1.0,1.0,44.0
TRH,163.0,3.0,2.0,-1.0,-1.0,112.0
TRH,164.0,7.0,3.0,-1.0,-1.0,121.0
TRH,165.0,2.0,7.0,1.0,1.0,78.0
TRH,166.0,0.0,5.0,1.0,1.0,51.0
TRH,167.0,5.0,1.0,-1.0,-1.0,117.0
TRH,168.0,0.0,4.0,1.0,1.0,107.0
TRH,169.0,2.0,5.0,-1.0,-1.0,223.0
TRH,170.0,3.0,1.0,-1.0,-1.0,45.0
TRH,171.0,0.0,3.0,1.0,1.0,49.0
TRH,172.0,0.0,2.0,1.0,1.0,43.0
TRH,173.0,1.0,8.0,1.0,1.0,89.0
TRH,174.0,1.0,1.0,-1.0,-1.0,18.0
TRH,175.0,0.0,11.0,1.0,1.0,109.0
TRH,176.0,0.0,9.0,1.0,1.0,126.0
TRH,177.0,1.0,3.0,-1.0,-1.0,80.0
TRH,178.0,1.0,9.0,1.0,1.0,219.0
TRH,179.0,5.0,4.0,1.0,1.0,70.0
TRH,180.0,2.0,6.0,1.0,1.0,97.0
TRH,181.0,4.0,2.0,-1.0,-1.0,206.0
TRH,182.0,10.0,3.0,-1.0,-1.0,252.0
TRH,183.0,1.0,11.0,1.0,1.0,60.0
TRH,184.0,1.0,8.0,1.0,1.0,147.0
TRH,185.0,9.0,3.0,-1.0,-1.0,216.0
TRH,186.0,1.0,11.0,1.0,1.0,63.0
TRH,187.0,7.0,2.0,-1.0,-1.0,147.0
TRH,188.0,0.0,7.0,1.0,1.0,37.0
TRH,189.0,1.0,3.0,-1.0,-1.0,96.0
TRH,190.0,2.0,0.0,-1.0,-1.0,43.0
TRH,191.0,0.0,7.0,1.0,1.0,47.0
TRH,192.0,4.0,2.0,-1.0,-1.0,181.0
TRH,193.0,8.0,1.0,-1.0,-1.0,118.0
TRH,194.0,1.0,2.0,-1.0,-1.0,147.0
TRH,195.0,0.0,4.0,1.0,1.0,44.0
TRH,196.0,4.0,0.0,-1.0,-1.0,71.0
TRH,197.0,0.0,6.0,1.0,1.0,50.0
TRH,198.0,3.0,3.0,-1.0,-1.0,62.0
TRH,199.0,0.0,5.0,1.0,1.0,49.0
TRH,200.0,3.0,3.0,-1.0,-1.0,82.0
TRH,201.0,0.0,6.0,1.0,1.0,45.0
TRH,202.0,0.0,4.0,1.0,1.0,35.0
TRH,203.0,1.0,1.0,-1.0,-1.0,41.0
TRH,204.0,2.0,7.0,1.0,1.0,183.0
TRH,205.0,5.0,6.0,-1.0,-1.0,190.0
TRH,206.0,5.0,6.0,-1.0,1.0,232.0
TRH,207.0,5.0,2.0,-1.0,-1.0,109.0
TRH,208.0,2.0,1.0,-1.0,-1.0,72.0
TRH,209.0,2.0,0.0,-1.0,-1.0,83.0
TRH,210.0,1.0,0.0,1.0,-1.0,123.0
TRH,211.0,2.0,8.0,1.0,1.0,302.0
TRH,212.0,7.0,3.0,-1.0,-1.0,51.0
TRH,213.0,4.0,2.0,-1.0,-1.0,101.0
TRH,214.0,0.0,2.0,1.0,1.0,41.0
TRH,215.0,7.0,2.0,-1.0,-1.0,127.0
TRH,216.0,3.0,2.0,-1.0,-1.0,63.0
TRH,217.0,2.0,4.0,1.0,1.0,74.0
TRH,218.0,4.0,4.0,-1.0,-1.0,53.0
TRH,219.0,1.0,7.0,1.0,1.0,40.0
TRH,220.0,3.0,5.0,-1.0,-1.0,115.0
TRH,221.0,9.0,5.0,-1.0,-1.0,192.0
TRH,222.0,0.0,6.0,1.0,1.0,55.0
TRH,223.0,6.0,7.0,-1.0,-1.0,176.0
TRH,224.0,1.0,11.0,1.0,1.0,86.0
TRH,225.0,0.0,4.0,1.0,1.0,75.0
TRH,226.0,2.0,4.0,-1.0,-1.0,115.0
TRH,227.0,6.0,3.0,-1.0,-1.0,57.0
TRH,228.0,1.0,11.0,1.0,1.0,207.0
TRH,229.0,3.0,2.0,-1.0,-1.0,29.0
TRH,230.0,1.0,5.0,-1.0,1.0,148.0
TRH,231.0,0.0,8.0,1.0,1.0,147.0
TRH,232.0,5.0,4.0,-1.0,-1.0,88.0
TRH,233.0,4.0,1.0,-1.0,-1.0,172.0
TRH,234.0,1.0,7.0,1.0,1.0,80.0
TRH,235.0,3.0,10.0,-1.0,-1.0,65.0
TRH,236.0,4.0,2.0,-1.0,-1.0,142.0
TRH,237.0,2.0,6.0,1.0,1.0,44.0
TRH,238.0,8.0,5.0,-1.0,-1.0,177.0
TRH,239.0,6.0,1.0,-1.0,-1.0,94.0
TRH,240.0,4.0,5.0,-1.0,-1.0,44.0
TRH,241.0,3.0,3.0,-1.0,-1.0,85.0
TRH,242.0,0.0,2.0,1.0,1.0,23.0
TRH,243.0,3.0,3.0,-1.0,-1.0,142.0
TRH,244.0,5.0,3.0,-1.0,-1.0,198.0
TRH,245.0,0.0,3.0,1.0,1.0,39.0
TRH,246.0,6.0,4.0,-1.0,-1.0,129.0
TRH,247.0,1.0,5.0,-1.0,-1.0,177.0
TRH,248.0,4.0,6.0,-1.0,-1.0,140.0
TRH,249.0,2.0,5.0,1.0,1.0,53.0
TRH,250.0,2.0,3.0,1.0,1.0,35.0
TRH,251.0,5.0,0.0,-1.0,-1.0,67.0
TRH,252.0,0.0,5.0,1.0,1.0,33.0
TRH,253.0,0.0,9.0,1.0,-1.0,111.0
TRH,254.0,3.0,2.0,-1.0,-1.0,160.0
TRH,255.0,0.0,12.0,1.0,1.0,74.0
TRH,256.0,0.0,8.0,1.0,1.0,118.0
TRH,257.0,4.0,5.0,-1.0,1.0,219.0
TRH,258.0,0.0,3.0,1.0,1.0,42.0
TRH,259.0,11.0,8.0,-1.0,-1.0,344.0
TRH,260.0,0.0,3.0,1.0,1.0,18.0
TRH,261.0,0.0,5.0,1.0,1.0,53.0
TRH,262.0,6.0,2.0,-1.0,-1.0,78.0
TRH,263.0,0.0,7.0,1.0,1.0,42.0
TRH,264.0,8.0,2.0,-1.0,-1.0,125.0
TRH,265.0,0.0,5.0,1.0,1.0,41.0
TRH,266.0,1.0,3.0,1.0,1.0,38.0
TRH,267.0,2.0,11.0,1.0,1.0,172.0
TRH,268.0,0.0,2.0,1.0,1.0,41.0
TRH,269.0,5.0,4.0,-1.0,-1.0,286.0
TRH,270.0,0.0,6.0,1.0,1.0,36.0
TRH,271.0,0.0,3.0,-1.0,-1.0,54.0
TRH,272.0,0.0,3.0,1.0,1.0,86.0
TRH,273.0,1.0,0.0,-1.0,-1.0,51.0
TRH,274.0,2.0,7.0,1.0,-1.0,234.0
TRH,275.0,7.0,3.0,-1.0,-1.0,201.0
TRH,276.0,0.0,0.0,1.0,-1.0,31.0
TRH,277.0,2.0,6.0,1.0,1.0,91.0
TRH,278.0,2.0,1.0,-1.0,-1.0,57.0
TRH,279.0,12.0,6.0,-1.0,-1.0,112.0
TRH,280.0,1.0,5.0,1.0,1.0,47.0
TRH,281.0,3.0,1.0,-1.0,-1.0,152.0
TRH,282.0,0.0,3.0,1.0,1.0,35.0
TRH,283.0,5.0,0.0,-1.0,-1.0,38.0
TRH,284.0,5.0,1.0,-1.0,-1.0,160.0
TRH,285.0,9.0,2.0,-1.0,-1.0,112.0
TRH,286.0,0.0,0.0,1.0,-1.0,89.0
TRH,287.0,1.0,4.0,-1.0,-1.0,148.0
TRH,288.0,2.0,3.0,-1.0,-1.0,248.0
TRH,289.0,4.0,1.0,-1.0,-1.0,108.0
TRH,290.0,3.0,2.0,-1.0,-1.0,99.0
TRH,291.0,3.0,0.0,-1.0,-1.0,101.0
TRH,292.0,0.0,6.0,1.0,1.0,50.0
TRH,293.0,1.0,9.0,1.0,1.0,68.0
TRH,294.0,1.0,6.0,1.0,-1.0,141.0
TRH,295.0,1.0,6.0,1.0,1.0,47.0
TRH,296.0,2.0,2.0,-1.0,-1.0,192.0
TRH,297.0,1.0,4.0,-1.0,-1.0,104.0
TRH,298.0,4.0,6.0,1.0,1.0,123.0
TRH,299.0,5.0,3.0,-1.0,-1.0,98.0
TRH,300.0,2.0,6.0,1.0,1.0,123.0
TRH,301.0,0.0,6.0,1.0,1.0,75.0
TRH,302.0,8.0,2.0,-1.0,-1.0,82.0
TRH,303.0,1.0,8.0,1.0,1.0,125.0
TRH,304.0,3.0,4.0,-1.0,-1.0,146.0
TRH,305.0,1.0,9.0,1.0,1.0,47.0
TRH,306.0,5.0,4.0,-1.0,-1.0,320.0
TRH,307.0,1.0,4.0,1.0,1.0,75.0
TRH,308.0,0.0,4.0,1.0,-1.0,18.0
TRH,309.0,2.0,7.0,-1.0,-1.0,206.0
TRH,310.0,12.0,2.0,-1.0,-1.0,216.0
TRH,311.0,5.0,2.0,-1.0,-1.0,62.0
TRH,312.0,6.0,3.0,-1.0,-1.0,166.0
TRH,313.0,2.0,1.0,-1.0,-1.0,100.0
TRH,314.0,0.0,6.0,1.0,1.0,111.0
TRH,315.0,4.0,6.0,-1.0,-1.0,102.0
TRH,316.0,3.0,4.0,1.0,1.0,108.0
TRH,317.0,5.0,6.0,-1.0,-1.0,203.0
TRH,318.0,0.0,8.0,1.0,1.0,119.0
TRH,319.0,4.0,4.0,1.0,-1.0,49.0
TRH,320.0,2.0,1.0,-1.0,-1.0,127.0
TRH,321.0,0.0,5.0,1.0,1.0,87.0
TRH,322.0,6.0,1.0,-1.0,-1.0,282.0
TRH,323.0,4.0,4.0,-1.0,-1.0,147.0
TRH,324.0,6.0,3.0,-1.0,-1.0,203.0
TRH,325.0,2.0,7.0,1.0,1.0,122.0
TRH,326.0,2.0,6.0,1.0,1.0,37.0
TRH,327.0,1.0,4.0,1.0,1.0,76.0
TRH,328.0,6.0,2.0,-1.0,-1.0,82.0
TRH,329.0,0.0,1.0,1.0,1.0,37.0
TRH,330.0,5.0,5.0,1.0,-1.0,107.0
TRH,331.0,0.0,4.0,1.0,1.0,39.0
TRH,332.0,3.0,2.0,-1.0,-1.0,56.0
TRH,333.0,2.0,8.0,1.0,1.0,135.0
TRH,334.0,7.0,6.0,-1.0,-1.0,111.0
TRH,335.0,0.0,9.0,1.0,1.0,82.0
TRH,336.0,1.0,11.0,1.0,1.0,46.0
TRH,337.0,1.0,9.0,1.0,1.0,103.0
TRH,338.0,5.0,2.0,-1.0,1.0,100.0
TRH,339.0,9.0,3.0,-1.0,-1.0,198.0
TRH,340.0,2.0,3.0,1.0,1.0,68.0
TRH,341.0,0.0,3.0,1.0,1.0,68.0
TRH,342.0,5.0,5.0,-1.0,-1.0,72.0
TRH,343.0,0.0,8.0,1.0,1.0,40.0
TRH,344.0,3.0,1.0,-1.0,1.0,50.0
TRH,345.0,7.0,3.0,-1.0,-1.0,94.0
TRH,346.0,1.0,10.0,1.0,1.0,131.0
TRH,347.0,0.0,1.0,-1.0,-1.0,58.0
TRH,348.0,3.0,4.0,1.0,1.0,84.0
TRH,349.0,4.0,0.0,-1.0,-1.0,110.0
TRH,350.0,1.0,7.0,1.0,1.0,78.0
TRH,351.0,2.0,2.0,1.0,1.0,78.0
TRH,352.0,1.0,5.0,1.0,1.0,65.0
TRH,353.0,0.0,3.0,1.0,1.0,47.0
TRH,354.0,5.0,5.0,-1.0,-1.0,186.0
TRH,355.0,5.0,4.0,-1.0,-1.0,287.0
TRH,356.0,1.0,6.0,1.0,1.0,45.0
TRH,357.0,0.0,7.0,1.0,-1.0,178.0
TRH,358.0,5.0,7.0,-1.0,-1.0,282.0
TRH,359.0,5.0,2.0,-1.0,-1.0,104.0
TRH,360.0,1.0,1.0,1.0,1.0,43.0
TRH,361.0,3.0,5.0,-1.0,-1.0,73.0
TRH,362.0,0.0,3.0,1.0,1.0,43.0
TRH,363.0,5.0,4.0,-1.0,-1.0,68.0
TRH,364.0,0.0,5.0,1.0,1.0,57.0
TRH,365.0,2.0,2.0,1.0,-1.0,44.0
TRH,366.0,1.0,4.0,1.0,1.0,46.0
TRH,367.0,4.0,6.0,1.0,-1.0,128.0
TRH,368.0,3.0,1.0,-1.0,-1.0,142.0
TRH,369.0,5.0,7.0,-1.0,-1.0,176.0
TRH,370.0,1.0,8.0,1.0,1.0,41.0
TRH,371.0,5.0,1.0,-1.0,-1.0,47.0
TRH,372.0,1.0,6.0,1.0,1.0,35.0
TRH,373.0,3.0,16.0,1.0,1.0,245.0
TRH,374.0,0.0,3.0,-1.0,1.0,61.0
TRH,375.0,2.0,0.0,-1.0,-1.0,84.0
TRH,376.0,5.0,1.0,-1.0,-1.0,53.0
TRH,377.0,3.0,3.0,1.0,-1.0,156.0
TRH,378.0,5.0,3.0,-1.0,-1.0,143.0
TRH,379.0,5.0,0.0,-1.0,-1.0,83.0
TRH,380.0,1.0,9.0,1.0,1.0,123.0
TRH,381.0,0.0,1.0,1.0,1.0,21.0
TRH,382.0,0.0,5.0,1.0,1.0,55.0
TRH,383.0,4.0,8.0,1.0,1.0,91.0
TRH,384.0,0.0,9.0,1.0,1.0,119.0
TRH,385.0,0.0,8.0,1.0,1.0,44.0
TRH,386.0,7.0,9.0,-1.0,-1.0,200.0
TRH,387.0,0.0,5.0,1.0,1.0,60.0
TRH,388.0,6.0,0.0,-1.0,-1.0,61.0
TRH,389.0,6.0,8.0,-1.0,-1.0,229.0
TRH,390.0,0.0,6.0,1.0,1.0,38.0
TRH,391.0,0.0,6.0,1.0,1.0,73.0
TRH,392.0,2.0,5.0,-1.0,-1.0,170.0
TRH,393.0,2.0,4.0,1.0,1.0,56.0
TRH,394.0,4.0,7.0,-1.0,-1.0,224.0
TRH,395.0,0.0,10.0,1.0,1.0,51.0
TRH,396.0,4.0,4.0,-1.0,-1.0,180.0
TRH,397.0,0.0,4.0,1.0,1.0,40.0
TRH,398.0,2.0,3.0,-1.0,-1.0,74.0
TRH,399.0,0.0,8.0,1.0,1.0,52.0
TRH,400.0,5.0,2.0,1.0,1.0,108.0
TRH,401.0,1.0,16.0,1.0,1.0,250.0
TRH,402.0,1.0,6.0,1.0,1.0,68.0
TRH,403.0,4.0,9.0,-1.0,1.0,213.0
TRH,404.0,5.0,0.0,-1.0,-1.0,95.0
TRH,405.0,2.0,4.0,1.0,1.0,83.0
TRH,406.0,4.0,0.0,-1.0,-1.0,78.0
TRH,407.0,3.0,7.0,-1.0,-1.0,189.0
TRH,408.0,8.0,9.0,-1.0,-1.0,288.0
TRH,409.0,3.0,2.0,-1.0,-1.0,131.0
TRH,410.0,0.0,9.0,1.0,1.0,52.0
TRH,411.0,1.0,9.0,1.0,1.0,59.0
TRH,412.0,2.0,2.0,1.0,1.0,120.0
TRH,413.0,2.0,7.0,1.0,1.0,181.0
TRH,414.0,3.0,5.0,1.0,1.0,155.0
TRH,415.0,3.0,5.0,-1.0,-1.0,144.0
TRH,416.0,6.0,3.0,-1.0,-1.0,292.0
TRH,417.0,3.0,2.0,-1.0,-1.0,95.0
TRH,418.0,0.0,11.0,1.0,1.0,180.0
TRH,419.0,2.0,3.0,-1.0,-1.0,48.0
TRH,420.0,1.0,8.0,1.0,1.0,120.0
TRH,421.0,1.0,7.0,1.0,1.0,165.0
TRH,422.0,0.0,10.0,1.0,1.0,58.0
TRH,423.0,0.0,3.0,-1.0,-1.0,100.0
TRH,424.0,1.0,5.0,-1.0,1.0,118.0
TRH,425.0,6.0,2.0,-1.0,-1.0,116.0
TRH,426.0,0.0,4.0,1.0,1.0,68.0
TRH,427.0,4.0,4.0,-1.0,-1.0,208.0
TRH,428.0,2.0,6.0,1.0,1.0,83.0
TRH,429.0,0.0,7.0,1.0,1.0,56.0
TRH,430.0,1.0,5.0,1.0,1.0,139.0
TRH,431.0,4.0,5.0,-1.0,1.0,257.0
TRH,432.0,6.0,1.0,-1.0,-1.0,59.0
TRH,433.0,0.0,6.0,1.0,1.0,84.0
TRH,434.0,4.0,3.0,-1.0,-1.0,175.0
TRH,435.0,6.0,9.0,1.0,1.0,95.0
TRH,436.0,2.0,3.0,1.0,1.0,54.0
TRH,437.0,1.0,7.0,1.0,1.0,56.0
TRH,438.0,0.0,8.0,1.0,1.0,45.0
TRH,439.0,0.0,4.0,1.0,1.0,23.0
TRH,440.0,2.0,8.0,1.0,1.0,87.0
TRH,441.0,0.0,4.0,1.0,1.0,37.0
TRH,442.0,1.0,3.0,1.0,1.0,85.0
TRH,443.0,5.0,2.0,1.0,-1.0,41.0
TRH,444.0,0.0,4.0,1.0,1.0,68.0
TRH,445.0,2.0,2.0,-1.0,-1.0,53.0
TRH,446.0,0.0,3.0,1.0,1.0,27.0
TRH,447.0,6.0,2.0,-1.0,-1.0,154.0
TRH,448.0,0.0,7.0,1.0,1.0,40.0
TRH,449.0,6.0,5.0,-1.0,-1.0,195.0
TRH,450.0,2.0,12.0,1.0,1.0,102.0
TRH,451.0,7.0,12.0,-1.0,-1.0,171.0
TRH,452.0,2.0,6.0,1.0,1.0,74.0
TRH,453.0,3.0,6.0,1.0,1.0,142.0
TRH,454.0,10.0,2.0,-1.0,-1.0,215.0
TRH,455.0,2.0,11.0,1.0,1.0,156.0
TRH,456.0,2.0,5.0,1.0,1.0,88.0
TRH,457.0,1.0,1.0,-1.0,-1.0,92.0
TRH,458.0,0.0,6.0,1.0,1.0,49.0
TRH,459.0,2.0,7.0,1.0,1.0,82.0
TRH,460.0,1.0,2.0,-1.0,-1.0,46.0
TRH,461.0,0.0,7.0,1.0,1.0,77.0
TRH,462.0,3.0,2.0,-1.0,-1.0,45.0
TRH,463.0,5.0,0.0,-1.0,-1.0,58.0
TRH,464.0,0.0,5.0,1.0,1.0,35.0
TRH,465.0,5.0,2.0,1.0,1.0,125.0
TRH,466.0,4.0,6.0,1.0,1.0,245.0
TRH,467.0,0.0,7.0,1.0,1.0,46.0
TRH,468.0,2.0,8.0,1.0,1.0,59.0
TRH,469.0,1.0,9.0,1.0,1.0,111.0
TRH,470.0,0.0,7.0,1.0,1.0,38.0
TRH,471.0,5.0,1.0,-1.0,-1.0,43.0
TRH,472.0,4.0,5.0,-1.0,-1.0,187.0
TRH,473.0,2.0,4.0,1.0,1.0,69.0
TRH,474.0,3.0,3.0,-1.0,-1.0,135.0
TRH,475.0,2.0,3.0,-1.0,-1.0,59.0
TRH,476.0,3.0,0.0,-1.0,-1.0,110.0
TRH,477.0,2.0,1.0,-1.0,-1.0,49.0
TRH,478.0,0.0,5.0,1.0,1.0,49.0
TRH,479.0,4.0,6.0,-1.0,-1.0,103.0
TRH,480.0,3.0,2.0,-1.0,-1.0,145.0
TRH,481.0,3.0,1.0,-1.0,-1.0,153.0
TRH,482.0,11.0,7.0,-1.0,-1.0,301.0
TRH,483.0,0.0,4.0,1.0,1.0,69.0
TRH,484.0,0.0,6.0,1.0,1.0,48.0
TRH,485.0,4.0,2.0,-1.0,-1.0,141.0
TRH,486.0,3.0,1.0,-1.0,-1.0,72.0
TRH,487.0,0.0,5.0,1.0,1.0,36.0
TRH,488.0,5.0,5.0,-1.0,-1.0,255.0
TRH,489.0,5.0,4.0,-1.0,-1.0,126.0
TRH,490.0,2.0,10.0,1.0,1.0,52.0
TRH,491.0,0.0,5.0,1.0,1.0,57.0
TRH,492.0,6.0,14.0,1.0,1.0,265.0
TRH,493.0,3.0,2.0,-1.0,-1.0,111.0
TRH,494.0,5.0,3.0,-1.0,-1.0,116.0
TRH,495.0,0.0,5.0,1.0,1.0,34.0
TRH,496.0,7.0,3.0,-1.0,1.0,92.0
TRH,497.0,4.0,6.0,1.0,1.0,76.0
TRH,498.0,0.0,0.0,-1.0,-1.0,44.0
TRH,499.0,3.0,2.0,-1.0,-1.0,52.0
TRH,500.0,0.0,2.0,1.0,1.0,55.0
TRH,501.0,2.0,3.0,1.0,1.0,192.0
TRH,502.0,4.0,3.0,-1.0,-1.0,245.0
TRH,503.0,2.0,10.0,1.0,1.0,141.0
TRH,504.0,2.0,6.0,1.0,1.0,98.0
TRH,505.0,8.0,5.0,-1.0,-1.0,430.0
TRH,506.0,0.0,5.0,1.0,1.0,62.0
TRH,507.0,2.0,1.0,1.0,-1.0,47.0
TRH,508.0,4.0,4.0,-1.0,-1.0,145.0
TRH,509.0,1.0,9.0,1.0,1.0,151.0
TRH,510.0,1.0,5.0,1.0,1.0,105.0
TRH,511.0,3.0,2.0,-1.0,-1.0,59.0
TRH,512.0,3.0,3.0,-1.0,-1.0,80.0
TRH,513.0,0.0,5.0,1.0,1.0,50.0
TRH,514.0,0.0,4.0,1.0,1.0,59.0
TRH,515.0,2.0,3.0,1.0,-1.0,62.0
TRH,516.0,0.0,5.0,1.0,1.0,44.0
TRH,517.0,5.0,3.0,-1.0,-1.0,221.0
TRH,518.0,3.0,5.0,1.0,1.0,137.0
TRH,519.0,2.0,4.0,1.0,1.0,39.0
TRH,520.0,1.0,7.0,1.0,1.0,322.0
TRH,521.0,9.0,2.0,-1.0,-1.0,128.0
TRH,522.0,1.0,2.0,1.0,1.0,55.0
TRH,523.0,5.0,1.0,-1.0,-1.0,135.0
TRH,524.0,2.0,3.0,-1.0,-1.0,51.0
TRH,525.0,2.0,5.0,1.0,1.0,56.0
TRH,526.0,6.0,4.0,-1.0,-1.0,164.0
TRH,527.0,3.0,2.0,-1.0,-1.0,166.0
TRH,528.0,3.0,8.0,1.0,1.0,144.0
TRH,529.0,7.0,3.0,-1.0,-1.0,313.0
TRH,530.0,5.0,6.0,-1.0,-1.0,355.0
TRH,531.0,2.0,5.0,1.0,1.0,82.0
TRH,532.0,7.0,28.0,-1.0,1.0,1184.0
TRH,533.0,2.0,3.0,-1.0,-1.0,47.0
TRH,534.0,6.0,8.0,-1.0,-1.0,93.0
TRH,535.0,5.0,0.0,-1.0,-1.0,261.0
TRH,536.0,7.0,5.0,-1.0,-1.0,226.0
TRH,537.0,0.0,5.0,1.0,1.0,44.0
TRH,538.0,0.0,5.0,1.0,1.0,109.0
TRH,539.0,6.0,3.0,-1.0,-1.0,105.0
TRH,540.0,1.0,7.0,1.0,1.0,45.0
TRH,541.0,4.0,2.0,-1.0,-1.0,224.0
TRH,542.0,3.0,4.0,-1.0,-1.0,172.0
TRH,543.0,1.0,9.0,1.0,1.0,45.0
TRH,544.0,2.0,2.0,-1.0,-1.0,120.0
TRH,545.0,8.0,5.0,-1.0,-1.0,120.0
TRH,546.0,3.0,4.0,-1.0,-1.0,132.0
TRH,547.0,1.0,8.0,1.0,1.0,41.0
TRH,548.0,3.0,8.0,1.0,1.0,139.0
TRH,549.0,7.0,6.0,-1.0,-1.0,154.0
TRH,550.0,0.0,2.0,1.0,1.0,42.0
TRH,551.0,3.0,1.0,-1.0,-1.0,79.0
TRH,552.0,2.0,8.0,1.0,1.0,61.0
TRH,553.0,0.0,4.0,1.0,1.0,38.0
TRH,554.0,3.0,7.0,-1.0,-1.0,152.0
TRH,555.0,4.0,2.0,-1.0,-1.0,50.0
TRH,556.0,0.0,2.0,1.0,1.0,42.0
TRH,557.0,5.0,2.0,-1.0,-1.0,238.0
TRH,558.0,0.0,7.0,1.0,1.0,200.0
TRH,559.0,4.0,2.0,-1.0,-1.0,52.0
TRH,560.0,2.0,4.0,1.0,1.0,44.0
TRH,561.0,2.0,5.0,-1.0,1.0,171.0
TRH,562.0,1.0,6.0,1.0,1.0,161.0
TRH,563.0,2.0,4.0,1.0,1.0,51.0
TRH,564.0,4.0,3.0,-1.0,-1.0,93.0
TRH,565.0,1.0,8.0,-1.0,1.0,105.0
TRH,566.0,2.0,1.0,-1.0,-1.0,53.0
TRH,567.0,3.0,2.0,1.0,-1.0,65.0
TRH,568.0,2.0,3.0,-1.0,1.0,47.0
TRH,569.0,4.0,2.0,-1.0,-1.0,111.0
TRH,570.0,0.0,2.0,1.0,1.0,47.0
TRH,571.0,2.0,3.0,1.0,1.0,90.0
TRH,572.0,0.0,6.0,1.0,1.0,128.0
TRH,573.0,4.0,8.0,-1.0,-1.0,242.0
TRH,574.0,0.0,8.0,1.0,1.0,49.0
TRH,575.0,8.0,1.0,-1.0,-1.0,316.0
TRH,576.0,0.0,4.0,-1.0,1.0,49.0
TRH,577.0,9.0,8.0,-1.0,-1.0,148.0
TRH,578.0,8.0,1.0,-1.0,-1.0,145.0
TRH,579.0,0.0,4.0,1.0,1.0,44.0
TRH,580.0,0.0,5.0,1.0,1.0,48.0
TRH,581.0,4.0,2.0,-1.0,-1.0,40.0
TRH,582.0,1.0,4.0,1.0,1.0,224.0
TRH,583.0,5.0,3.0,-1.0,-1.0,168.0
TRH,584.0,7.0,3.0,-1.0,-1.0,58.0
TRH,585.0,1.0,4.0,-1.0,-1.0,122.0
TRH,586.0,4.0,2.0,-1.0,-1.0,65.0
TRH,587.0,4.0,1.0,-1.0,-1.0,136.0
TRH,588.0,2.0,5.0,1.0,1.0,98.0
TRH,589.0,0.0,4.0,1.0,1.0,50.0
TRH,590.0,0.0,10.0,1.0,1.0,54.0
TRH,591.0,0.0,8.0,1.0,1.0,55.0
TRH,592.0,6.0,2.0,-1.0,-1.0,119.0
TRH,593.0,2.0,4.0,-1.0,-1.0,167.0
TRH,594.0,1.0,7.0,1.0,1.0,54.0
TRH,595.0,6.0,5.0,-1.0,-1.0,234.0
TRH,596.0,0.0,9.0,1.0,1.0,68.0
TRH,597.0,1.0,2.0,-1.0,-1.0,68.0
TRH,598.0,3.0,2.0,1.0,-1.0,56.0
TRH,599.0,2.0,2.0,-1.0,-1.0,49.0
TRH,600.0,5.0,4.0,-1.0,-1.0,80.0
TRH,601.0,1.0,5.0,1.0,1.0,55.0
TRH,602.0,5.0,3.0,-1.0,-1.0,161.0
